product_id,product_name,img_link,rating,rating_count,actual_price,listPrice,category,descrição
B0CC5RRGZ9,"Mini Projetor Portatil WiFi 5G Bluetooth 5.0,Salange Hy300 Smart Projetor Android 11, 8500 Lúmens Projetor LED 4K 1080P Full HD Suporte (EU Plug)",https://m.media-amazon.com/images/I/41BRhElFrdL._AC_UL320_.jpg,4.5,555,399.0,599.99,"TV, Áudio e Cinema em Casa","Mini Projetor Portatil WiFi 5G Bluetooth 5.0,Salange Smart Projetor Android 11, 8500 Lúmens Projetor 4K Full Suporte: facilita sua rotina com uso intuitivo e manutenção simples. Conexão sem fio estável, com pareamento rápido e controles fáceis de usar."
B088C4QZV2,Lâmpada Inteligente Smart Color 10W Elgin RGB Wifi Compatível com Alexa e Google Home,https://m.media-amazon.com/images/I/61dLgPIgKML._AC_UL320_.jpg,4.6,42444,49.93,99.0,"TV, Áudio e Cinema em Casa","Lâmpada Inteligente Smart Color Elgin Wifi Compatível com Alexa e Google Home: facilita sua rotina com uso intuitivo e manutenção simples. Design prático, fácil de transportar, ideal para casa, trabalho e viagens."
B0B5HJYL3B,"2022 Smart TV LG 32"" HD 32LQ620 WiFi Bluetooth HDR ThinQAI compatível com Smart Magic Google Alexa",https://m.media-amazon.com/images/I/51OOI90yyoL._AC_UL320_.jpg,4.7,978,1161.57,0.0,"TV, Áudio e Cinema em Casa","2022 Smart 32"" 32LQ620 WiFi Bluetooth ThinQAI compatível com Smart Magic Google Alexa: facilita sua rotina com uso intuitivo e manutenção simples. Conexão sem fio estável, com pareamento rápido e controles fáceis de usar. Tela de 32"" com brilho agradável para navegar e assistir conteúdos."
B0C153ML9K,"Samsung Smart TV Crystal 55"" 4K UHD CU8000 - Alexa built in, Samsung Gaming Hub, Painel Dynamic Crystal Color",https://m.media-amazon.com/images/I/711dJpyij1L._AC_UL320_.jpg,4.4,94,2861.24,0.0,"TV, Áudio e Cinema em Casa","Samsung Smart Crystal 55"" 4K - Alexa built in, Samsung Gaming Hub, Painel Dynamic Crystal Color: facilita sua rotina com uso intuitivo e manutenção simples. Tela de 55"" com brilho agradável para navegar e assistir conteúdos."
B0C7W863T2,Smart TV 32” Philco PTV32G23AGSSBLH Android TV LED,https://m.media-amazon.com/images/I/61EmRq1kXIL._AC_UL320_.jpg,4.3,81,999.9,1199.9,"TV, Áudio e Cinema em Casa","Smart 32” Philco PTV32G23AGSSBLH Android: facilita sua rotina com uso intuitivo e manutenção simples. Design prático, fácil de transportar, ideal para casa, trabalho e viagens."
B0C4ZN3PPS,"Smart TV 50"" 4K LG UHD ThinQ AI 50UR8750PSA HDR Bluetooth Alexa Google Assistente Airplay2 3 HDMI",https://m.media-amazon.com/images/I/61xnLA+Vr2L._AC_UL320_.jpg,4.9,52,2198.3,0.0,"TV, Áudio e Cinema em Casa","Smart 50"" 4K ThinQ 50UR8750PSA Bluetooth Alexa Google Assistente Airplay2 3: facilita sua rotina com uso intuitivo e manutenção simples. Conexão sem fio estável, com pareamento rápido e controles fáceis de usar. Tela de 50"" com brilho agradável para navegar e assistir conteúdos."
B0C15423S3,"Samsung Smart TV Crystal 50"" 4K UHD CU8000 - Alexa built in, Samsung Gaming Hub, Painel Dynamic Crystal Color",https://m.media-amazon.com/images/I/711dJpyij1L._AC_UL320_.jpg,4.7,176,2399.0,0.0,"TV, Áudio e Cinema em Casa","Samsung Smart Crystal 50"" 4K - Alexa built in, Samsung Gaming Hub, Painel Dynamic Crystal Color: facilita sua rotina com uso intuitivo e manutenção simples. Tela de 50"" com brilho agradável para navegar e assistir conteúdos."
B0C14ZM9MQ,"Smart TV Crystal 65"" 4K UHD Samsung CU8000 - Alexa built in, Samsung Gaming Hub, Painel Dynamic Crystal Color",https://m.media-amazon.com/images/I/711dJpyij1L._AC_UL320_.jpg,4.7,79,3496.0,0.0,"TV, Áudio e Cinema em Casa","Smart Crystal 65"" 4K Samsung - Alexa built in, Samsung Gaming Hub, Painel Dynamic Crystal Color: facilita sua rotina com uso intuitivo e manutenção simples. Tela de 65"" com brilho agradável para navegar e assistir conteúdos."
B0BW19LGZR,Fast Smart TV Philco PTV40G7PR2CSBLF 40” Led Douby Audio,https://m.media-amazon.com/images/I/51XTXTRDI8L._AC_UL320_.jpg,4.4,185,1499.0,1599.9,"TV, Áudio e Cinema em Casa",Fast Smart Philco PTV40G7PR2CSBLF 40” Led Douby Audio: facilita sua rotina com uso intuitivo e manutenção simples. Resposta ágil para quem busca produtividade no dia a dia.
B0C6NJLG7B,"Smart TV 55"" 4K LG UHD ThinQ AI 55UR8750PSA HDR Bluetooth Alexa Google Assistente Airplay2 3 HDMI",https://m.media-amazon.com/images/I/61CB427DDnL._AC_UL320_.jpg,4.6,87,2488.0,2620.0,"TV, Áudio e Cinema em Casa","Smart 55"" 4K ThinQ 55UR8750PSA Bluetooth Alexa Google Assistente Airplay2 3: facilita sua rotina com uso intuitivo e manutenção simples. Conexão sem fio estável, com pareamento rápido e controles fáceis de usar. Tela de 55"" com brilho agradável para navegar e assistir conteúdos."
B0765P3DB8,Suporte Fixo Universal de Parede Para TVs de 14” a 84” Até 100 kg - GENIUS ELG,https://m.media-amazon.com/images/I/51y2xXb7-IS._AC_UL320_.jpg,4.8,24121,27.83,39.9,"TV, Áudio e Cinema em Casa","Suporte Fixo Universal de Parede Para TVs de 14” a 84” Até 100 kg - GENIUS: facilita sua rotina com uso intuitivo e manutenção simples. Design prático, fácil de transportar, ideal para casa, trabalho e viagens."
B09PNQZ8VH,"Smart Tv Philco Roku 32"" Led Hd - Ptv32g70rch",https://m.media-amazon.com/images/I/51ZF4-8E+rL._AC_UL320_.jpg,4.6,2967,972.81,1399.9,"TV, Áudio e Cinema em Casa","Smart Tv Philco Roku 32"" Led Hd - Ptv32g70rch: facilita sua rotina com uso intuitivo e manutenção simples. Tela de 32"" com brilho agradável para navegar e assistir conteúdos."
B0B5S1YQS2,"Smart TV LED 50"" 4K UHD TCL 50P635 - Google TV, Wifi, HDMI",https://m.media-amazon.com/images/I/61dHJpr85eL._AC_UL320_.jpg,4.6,397,1899.05,0.0,"TV, Áudio e Cinema em Casa","Smart 50"" 4K 50P635 - Google , Wifi,: facilita sua rotina com uso intuitivo e manutenção simples. Tela de 50"" com brilho agradável para navegar e assistir conteúdos."
B0C448ZW6Y,"Smart TV LED 24' Monitor LG 24TL520S, Wi-Fi, WebOS 3.5, DTV Machine Ready",https://m.media-amazon.com/images/I/51Y4HxmH5RL._AC_UL320_.jpg,4.8,700,829.9,0.0,"TV, Áudio e Cinema em Casa","Smart 24' Monitor 24TL520S, Wi-Fi, WebOS 3.5, Machine Ready: facilita sua rotina com uso intuitivo e manutenção simples. Design prático, fácil de transportar, ideal para casa, trabalho e viagens."
B0CCJWFWWN,"Smart TV Philips 43"" Full HD 43PFG6918/78, Google TV, Comando de Voz, HDR, 3 HDMI, Wifi 5G, Bluetooth",https://m.media-amazon.com/images/I/61OGXgI9o2L._AC_UL320_.jpg,3.9,10,1638.98,0.0,"TV, Áudio e Cinema em Casa","Smart Philips 43"" Full 43PFG6918/78, Google , Comando de Voz, , 3 , Wifi 5G, Bluetooth: facilita sua rotina com uso intuitivo e manutenção simples. Conexão sem fio estável, com pareamento rápido e controles fáceis de usar. Tela de 43"" com brilho agradável para navegar e assistir conteúdos."
B0B6B9QDVL,"PHILIPS Smart TV 50"" 4K Android Ambilight 50PUG7907/78, Google Assistant, Comando de Voz, Dolby Vision/Atmos, VRR/ALLM, Bluetooth 5.0, 4 HDMI",https://m.media-amazon.com/images/I/61FmMloVLgL._AC_UL320_.jpg,4.7,1170,2187.41,2301.51,"TV, Áudio e Cinema em Casa","PHILIPS Smart 50"" 4K Android Ambilight 50PUG7907/78, Google Assistant, Comando de Voz, Dolby Vision/Atmos, /, Bluetooth 5.0, 4: facilita sua rotina com uso intuitivo e manutenção simples. Conexão sem fio estável, com pareamento rápido e controles fáceis de usar. Tela de 50"" com brilho agradável para navegar e assistir conteúdos."
B0C7W1YZVK,"Fast Smart TV LED 50'', 4K, PTV50M8GAGCMBL, Philco, Dolby Audio",https://m.media-amazon.com/images/I/61GGDseCYGL._AC_UL320_.jpg,4.4,14,2289.9,0.0,"TV, Áudio e Cinema em Casa","Fast Smart 50'', 4K, PTV50M8GAGCMBL, Philco, Dolby Audio: facilita sua rotina com uso intuitivo e manutenção simples. Resposta ágil para quem busca produtividade no dia a dia."
B09CQDGJJW,"Smart TV LED, 50"", Ultra HD 4K, LH50BEAHVGGXZD, Samsung, 2HDMI, 1USB, Wifi",https://m.media-amazon.com/images/I/51kVio3F0zS._AC_UL320_.jpg,4.7,306,2299.0,0.0,"TV, Áudio e Cinema em Casa","Smart , 50"", Ultra 4K, LH50BEAHVGGXZD, Samsung, 2HDMI, 1USB, Wifi: facilita sua rotina com uso intuitivo e manutenção simples. Tela de 50"" com brilho agradável para navegar e assistir conteúdos."
B0CC5NFB9Y,"Mini Projetor Portatil 5G Wifi 6 Bluetooth 5.0 Android 11, Projetor 4K 1080P Full HD Suporte 8000 Lumens, Projetor Led Auto de Correcção Trapezóide Horizontal, 180°Girável Projector para Telefónico",https://m.media-amazon.com/images/I/71k7+AIzVsL._AC_UL320_.jpg,4.4,42,409.99,0.0,"TV, Áudio e Cinema em Casa","Mini Projetor Portatil 5G Wifi 6 Bluetooth 5.0 Android 11, Projetor 4K Full Suporte 8000 Lumens, Projetor Led Auto de Correcção Trapezóide Horizontal, 180°Girável Projector para Telefónico: facilita sua rotina com uso intuitivo e manutenção simples. Conexão sem fio estável, com pareamento rápido e controles fáceis de usar."
B0C15559F3,"Samsung Smart TV Neo QLED 50"" 4K UHD QN90C - Alexa Built-in, Processador com IA, Mini LED",https://m.media-amazon.com/images/I/91l5UwMs8fL._AC_UL320_.jpg,4.7,83,3799.05,0.0,"TV, Áudio e Cinema em Casa","Samsung Smart Neo 50"" 4K QN90C - Alexa Built-in, Processador com , Mini: facilita sua rotina com uso intuitivo e manutenção simples. Tela de 50"" com brilho agradável para navegar e assistir conteúdos."
B0C6NKMM6H,"Smart TV 50"" 4K LG NanoCell 50NANO77SRA Bluetooth ThinQ AI Alexa Google assistente Airplay 3 HDMI, Light Black",https://m.media-amazon.com/images/I/611gmtpt5vL._AC_UL320_.jpg,4.4,41,2279.05,0.0,"TV, Áudio e Cinema em Casa","Smart 50"" 4K NanoCell 50NANO77SRA Bluetooth ThinQ Alexa Google assistente Airplay 3 , Light Black: facilita sua rotina com uso intuitivo e manutenção simples. Conexão sem fio estável, com pareamento rápido e controles fáceis de usar. Tela de 50"" com brilho agradável para navegar e assistir conteúdos."
B0B7K6YWS4,"Smart TV LED 55' 4K UHD TCL 55P635 - Google TV, Wifi",https://m.media-amazon.com/images/I/61dHJpr85eL._AC_UL320_.jpg,4.7,458,2184.05,2299.0,"TV, Áudio e Cinema em Casa","Smart 55' 4K 55P635 - Google , Wifi: facilita sua rotina com uso intuitivo e manutenção simples. Design prático, fácil de transportar, ideal para casa, trabalho e viagens."
B0BF16HHWC,"HQ Smart TV LED 32"" HD Conversor Digital Externo 3 HDMI 2 USB WI-FI Android 11 Design Slim",https://m.media-amazon.com/images/I/61FHJYJNkIL._AC_UL320_.jpg,4.1,574,878.63,0.0,"TV, Áudio e Cinema em Casa","Smart 32"" Conversor Digital Externo 3 2 - Android 11 Design Slim: facilita sua rotina com uso intuitivo e manutenção simples. Tela de 32"" com brilho agradável para navegar e assistir conteúdos."
B09MJQ6JF3,"Smart TV LED 43"" FULL HD TCL 43S615 - Android TV, HDMI",https://m.media-amazon.com/images/I/81H31rbyGcL._AC_UL320_.jpg,4.6,512,1414.54,0.0,"TV, Áudio e Cinema em Casa","Smart 43"" 43S615 - Android ,: facilita sua rotina com uso intuitivo e manutenção simples. Tela de 43"" com brilho agradável para navegar e assistir conteúdos."
B0BZF9QNHR,"Samsung Smart TV QLED 55"" 4K UHD Q60C - Alexa built in, Modo Game, Tela sem limites",https://m.media-amazon.com/images/I/91lGufYy6GL._AC_UL320_.jpg,4.7,149,3094.73,0.0,"TV, Áudio e Cinema em Casa","Samsung Smart 55"" 4K Q60C - Alexa built in, Modo Game, Tela sem limites: facilita sua rotina com uso intuitivo e manutenção simples. Tela de 55"" com brilho agradável para navegar e assistir conteúdos."
B07DGQPPTD,Antena de TV Interna UHF/HDTV AI 2031 Intelbras,https://m.media-amazon.com/images/I/51pbqybspvL._AC_UL320_.jpg,4.5,15099,30.0,39.0,"TV, Áudio e Cinema em Casa","Antena de Interna / 2031 Intelbras: facilita sua rotina com uso intuitivo e manutenção simples. Design prático, fácil de transportar, ideal para casa, trabalho e viagens."
B0C6NVT9GJ,"Smart TV 65"" 4K LG UHD ThinQ AI 65UR8750PSA HDR Bluetooth Alexa Google Assistente Airplay2 3 HDMI",https://m.media-amazon.com/images/I/61CB427DDnL._AC_UL320_.jpg,4.6,56,3366.0,3682.11,"TV, Áudio e Cinema em Casa","Smart 65"" 4K ThinQ 65UR8750PSA Bluetooth Alexa Google Assistente Airplay2 3: facilita sua rotina com uso intuitivo e manutenção simples. Conexão sem fio estável, com pareamento rápido e controles fáceis de usar. Tela de 65"" com brilho agradável para navegar e assistir conteúdos."
B0BF1CZB3H,"HQ TV LED 32"" HD Conversor Digital Externo 3 HDMI 1 USB Design Slim",https://m.media-amazon.com/images/I/71wzdtcVofL._AC_UL320_.jpg,4.1,102,730.45,0.0,"TV, Áudio e Cinema em Casa","32"" Conversor Digital Externo 3 1 Design Slim: facilita sua rotina com uso intuitivo e manutenção simples. Tela de 32"" com brilho agradável para navegar e assistir conteúdos."
B0BSLMPB65,"AOC 43S5135/78G - Smart TV LED 43"" Full HD, Design sem bordas, Wifi, Conversor Digital, USB, HDMI",https://m.media-amazon.com/images/I/610SYc-HvkL._AC_UL320_.jpg,4.7,420,1492.21,0.0,"TV, Áudio e Cinema em Casa","43S5135/ - Smart 43"" Full , Design sem bordas, Wifi, Conversor Digital, ,: facilita sua rotina com uso intuitivo e manutenção simples. Tela de 43"" com brilho agradável para navegar e assistir conteúdos."
B0BSLQMXZJ,"Smart TV LED 32"" HD AOC 32S5135/78G - Design sem bordas, Wifi, Conversor Digital, USB, HDMI",https://m.media-amazon.com/images/I/615J-d6buwL._AC_UL320_.jpg,4.7,459,979.99,0.0,"TV, Áudio e Cinema em Casa","Smart 32"" 32S5135/ - Design sem bordas, Wifi, Conversor Digital, ,: facilita sua rotina com uso intuitivo e manutenção simples. Tela de 32"" com brilho agradável para navegar e assistir conteúdos."
B0C15423SH,"Samsung Smart TV Crystal 55"" 4K UHD CU7700 - Alexa built in, Samsung Gaming Hub",https://m.media-amazon.com/images/I/71vk2qFDSPL._AC_UL320_.jpg,4.6,195,3203.63,3521.59,"TV, Áudio e Cinema em Casa","Samsung Smart Crystal 55"" 4K - Alexa built in, Samsung Gaming Hub: facilita sua rotina com uso intuitivo e manutenção simples. Tela de 55"" com brilho agradável para navegar e assistir conteúdos."
B097Q5MNFV,"Smart TV LED 32"" HD TCL 32S615 - Android TV, Wifi, USB",https://m.media-amazon.com/images/I/81H31rbyGcL._AC_UL320_.jpg,4.5,2107,1044.05,0.0,"TV, Áudio e Cinema em Casa","Smart 32"" 32S615 - Android , Wifi,: facilita sua rotina com uso intuitivo e manutenção simples. Tela de 32"" com brilho agradável para navegar e assistir conteúdos."
B0CB6SYJH4,"Samsung Smart TV QLED 4K Q60C 2023 Modo Game Tela sem limites 50"" 50""",https://m.media-amazon.com/images/I/61tPk+KmiQL._AC_UL320_.jpg,5.0,8,2904.9,0.0,"TV, Áudio e Cinema em Casa","Samsung Smart 4K Q60C 2023 Modo Game Tela sem limites 50"" 50"": facilita sua rotina com uso intuitivo e manutenção simples. Tela de 50"" com brilho agradável para navegar e assistir conteúdos."
B086YKCXPT,"Smart TV LED 24"" Philco PTV24G50SN Conversor Digital HD com 2 HDMI",https://m.media-amazon.com/images/I/51JMJgXKCYL._AC_UL320_.jpg,4.6,1072,799.9,0.0,"TV, Áudio e Cinema em Casa","Smart 24"" Philco PTV24G50SN Conversor Digital com 2: facilita sua rotina com uso intuitivo e manutenção simples. Tela de 24"" com brilho agradável para navegar e assistir conteúdos."
B0CCJW1FVP,"Smart TV Philips 50"" 4K 50PUG7408/78, Google TV, Comando de Voz, Dolby Vision/Atmos, VRR/ALLM, Bluetooth",https://m.media-amazon.com/images/I/71efj0Th5TL._AC_UL320_.jpg,4.8,9,2232.66,2399.0,"TV, Áudio e Cinema em Casa","Smart Philips 50"" 4K 50PUG7408/78, Google , Comando de Voz, Dolby Vision/Atmos, /, Bluetooth: facilita sua rotina com uso intuitivo e manutenção simples. Conexão sem fio estável, com pareamento rápido e controles fáceis de usar. Tela de 50"" com brilho agradável para navegar e assistir conteúdos."
B0BQJNGHHC,"TCL C635 - Smart TV QLED 55"" 4K UHD, Google TV, Wifi, Bluetooth",https://m.media-amazon.com/images/I/614eHwOgqsL._AC_UL320_.jpg,4.5,325,2599.9,0.0,"TV, Áudio e Cinema em Casa","Smart 55"" 4K , Google , Wifi, Bluetooth: facilita sua rotina com uso intuitivo e manutenção simples. Conexão sem fio estável, com pareamento rápido e controles fáceis de usar. Tela de 55"" com brilho agradável para navegar e assistir conteúdos."
B0BJ33PV2T,"Fast Smart TV LED 58,"" Ultra HD 4K, PTV58G70R2CSGBL, Philco, Roku TV, Midiacast, Dolby Audio",https://m.media-amazon.com/images/I/714C3j4BJzL._AC_UL320_.jpg,4.5,160,2219.0,2329.9,"TV, Áudio e Cinema em Casa","Fast Smart 58,"" Ultra 4K, PTV58G70R2CSGBL, Philco, Roku , Midiacast, Dolby Audio: facilita sua rotina com uso intuitivo e manutenção simples. Resposta ágil para quem busca produtividade no dia a dia."
B0B9HS6DLZ,"Chromecast com Google TV (HD) – Streaming Stick Entertainment na sua TV com pesquisa por voz – Veja filmes, programas e TV ao vivo em HD 1080p – Neve",https://m.media-amazon.com/images/I/51zUyjdP1oL._AC_UL320_.jpg,4.8,9039,307.0,355.98,"TV, Áudio e Cinema em Casa","Chromecast com Google – Streaming Stick Entertainment na sua com pesquisa por voz – Veja filmes, programas e ao vivo em – Neve: facilita sua rotina com uso intuitivo e manutenção simples. Design prático, fácil de transportar, ideal para casa, trabalho e viagens."
B07XQ7M2P7,Biscoito Pedigree Biscrok Para Cães Adultos Multi 1 kg,https://m.media-amazon.com/images/I/81qOI7KD2FL._AC_UL320_.jpg,4.9,2926,26.86,28.23,Pet Shop,"Biscoito Pedigree Biscrok Para Cães Adultos Multi 1 kg: facilita sua rotina com uso intuitivo e manutenção simples. Design prático, fácil de transportar, ideal para casa, trabalho e viagens."
B08CSG5734,Tapete Higiênico Confort Pads 60x55 com 30 Unidades,https://m.media-amazon.com/images/I/81OtMOm9r4L._AC_UL320_.jpg,4.5,2983,56.9,0.0,Pet Shop,"Tapete Higiênico Confort Pads 60x55 com 30 Unidades: facilita sua rotina com uso intuitivo e manutenção simples. Design prático, fácil de transportar, ideal para casa, trabalho e viagens."
B07J4J9XKZ,"Bravecto Cães de 4.5 até 10kg Bravecto para Cães, 4.5 a 10kg,",https://m.media-amazon.com/images/I/71qzRL5Jm9L._AC_UL320_.jpg,4.8,19596,190.13,224.9,Pet Shop,"Bravecto Cães de 4.5 até Bravecto para Cães, 4.5 a ,: facilita sua rotina com uso intuitivo e manutenção simples. Design prático, fácil de transportar, ideal para casa, trabalho e viagens."
B07Y1Y7NDX,"Simparic 20mg, 5,1 até 10kg, 03 Compr Zoetis para Cães",https://m.media-amazon.com/images/I/61pZi4gGriL._AC_UL320_.jpg,4.8,5782,178.99,193.5,Pet Shop,"Simparic , 5,1 até , 03 Compr Zoetis para Cães: facilita sua rotina com uso intuitivo e manutenção simples. Design prático, fácil de transportar, ideal para casa, trabalho e viagens."
B07S8BMFPD,"NexGard Antipulgas e Carrapatos para Cães de 10,1 a 25kg 3 tabletes",https://m.media-amazon.com/images/I/71ycX-Yb0PL._AC_UL320_.jpg,4.8,4163,190.97,293.0,Pet Shop,"NexGard Antipulgas e Carrapatos para Cães de 10,1 a 3 tabletes: facilita sua rotina com uso intuitivo e manutenção simples. Design prático, fácil de transportar, ideal para casa, trabalho e viagens."
B07M6KHQKT,"NexGard Antipulgas e Carrapatos para Cães de 4,1 a 10kg 3 tabletes",https://m.media-amazon.com/images/I/71Ftegwk5zL._AC_UL320_.jpg,4.8,3987,177.16,253.0,Pet Shop,"NexGard Antipulgas e Carrapatos para Cães de 4,1 a 3 tabletes: facilita sua rotina com uso intuitivo e manutenção simples. Design prático, fácil de transportar, ideal para casa, trabalho e viagens."
B07Y2D6P6W,Ração Úmida Whiskas Sachê Carne ao Molho para Gatos Adultos - Leve 12 Pague 10,https://m.media-amazon.com/images/I/613QnG4YvML._AC_UL320_.jpg,4.9,347,32.9,0.0,Pet Shop,"Ração Úmida Whiskas Sachê Carne ao Molho para Gatos Adultos - Leve 12 Pague 10: facilita sua rotina com uso intuitivo e manutenção simples. Design prático, fácil de transportar, ideal para casa, trabalho e viagens."
B07YXF387Y,Areia Higiênica Biodegradável para Gatos Petfive / Viva Verde Vida Descomplicada 4kg,https://m.media-amazon.com/images/I/61WAqLDXqvL._AC_UL320_.jpg,4.8,3451,59.4,69.9,Pet Shop,"Areia Higiênica Biodegradável para Gatos Petfive / Viva Verde Vida Descomplicada 4kg: facilita sua rotina com uso intuitivo e manutenção simples. Design prático, fácil de transportar, ideal para casa, trabalho e viagens."
B07XVX9G17,Tapete Higiênico para Cães Blue Premium 30 Unidades,https://m.media-amazon.com/images/I/71AVQaRqmoL._AC_UL320_.jpg,4.6,2504,68.35,78.9,Pet Shop,"Tapete Higiênico para Cães Blue Premium 30 Unidades: facilita sua rotina com uso intuitivo e manutenção simples. Design prático, fácil de transportar, ideal para casa, trabalho e viagens."
B07DP336FZ,Bifinho Keldog Churrasco 500G,https://m.media-amazon.com/images/I/81fyd7GFqNL._AC_UL320_.jpg,4.8,1439,23.92,25.42,Pet Shop,"Bifinho Keldog Churrasco: facilita sua rotina com uso intuitivo e manutenção simples. Design prático, fácil de transportar, ideal para casa, trabalho e viagens."
B07VM9XZVT,Coleira Antipulgas e Carrapatos Bayer Seresto para Cães e Gatos de até 8kg,https://m.media-amazon.com/images/I/51ETt+VaLnL._AC_UL320_.jpg,4.7,3423,154.9,182.5,Pet Shop,"Coleira Antipulgas e Carrapatos Bayer Seresto para Cães e Gatos de até 8kg: facilita sua rotina com uso intuitivo e manutenção simples. Design prático, fácil de transportar, ideal para casa, trabalho e viagens."
B07QLZQFXL,PetLike - Tapete Higiênico para Cães - 80x60cm - 30und,https://m.media-amazon.com/images/I/71kkfNW4aCL._AC_UL320_.jpg,4.3,2478,72.51,89.99,Pet Shop,"PetLike - Tapete Higiênico para Cães - 80x60cm: facilita sua rotina com uso intuitivo e manutenção simples. Design prático, fácil de transportar, ideal para casa, trabalho e viagens."
